ID,Full Name,Country,Weight,Height,Position,Team Abbreviation,Team Full Name,Total Games,Total Points,Total Assists,Total Rebounds,Total Blocks,Total Steals,Avg Points,Avg Rebounds,Avg Assists,Avg Blocks,Avg Steals,Season Games,Season Points,Season Assists,Season Rebounds,Season Blocks,Season Steals,Season Avg Points,Season Avg Rebounds,Season Avg Assists,Season Avg Blocks,Season Avg Steals,
1642866,Joan Beringer,France,104.31,211,Forward,MIN,Minnesota Timberwolves,40,156,12,92,26,7,3.9,2.3,0.3,0.7,0.2,,,,,,,,,,,
1630180,Saddiq Bey,USA,97.51,203,Guard-Forward,NOP,New Orleans Pelicans,441,6436,838,2294,74,384,14.6,5.2,1.9,0.2,0.9,,,,,,,,,,,
1629048,Goga Bitadze,Georgia,113.38,211,Center-Forward,ORL,Orlando Magic,421,2274,493,1776,422,190,5.4,4.2,1.2,1.0,0.5,,,,,,,,,,,
1641710,Anthony Black,USA,90.7,201,Guard,ORL,Orlando Magic,211,2011,567,613,114,212,9.5,2.9,2.7,0.5,1.0,,,,,,,,,,,
203992,Bogdan Bogdanović,Serbia,102.04,196,Guard,HOU,Houston Rockets,580,7927,1813,1897,142,556,13.7,3.3,3.1,0.2,1.0,,,,,,,,,,,
1641737,Adem Bona,Nigeria,106.58,208,Forward,PHI,Philadelphia 76ers,129,681,59,552,151,56,5.3,4.3,0.5,1.2,0.4,,,,,,,,,,,
1626164,Devin Booker,USA,93.42,196,Guard,PHX,Phoenix Suns,737,18120,3908,2966,208,628,24.6,4.0,5.3,0.3,0.9,,,,,,,,,,,
1628396,Tony Bradley,USA,112.47,208,Center-Forward,ATL,Atlanta Hawks,317,1477,177,1242,152,71,4.7,3.9,0.6,0.5,0.2,,,,,,,,,,,
1631128,Christian Braun,USA,99.77,198,Guard,DEN,Denver Nuggets,281,2704,516,1108,101,198,9.6,3.9,1.8,0.4,0.7,,,,,,,,,,,
1642886,Koby Brea,USA,97.51,196,Guard,PHX,Phoenix Suns,12,45,10,8,0,1,3.8,0.7,0.8,0.0,0.1,,,,,,,,,,,
